nameseq,maximum_ORF_length,minimum_ORF_length,std_ORF_length,average_ORF_length,cv_ORF_length,maximum_GC_content_ORF,minimum_GC_content_ORF,std_GC_content_ORF,average_GC_content_ORF,cv_GC_content_ORF,label
non-promoter-1338,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1339,9,9,0.0,9.0,0.0,11.11111111111111,11.11111111111111,0.0,11.11111111111111,0.0,promotor
non-promoter-1340,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1341,24,24,0.0,24.0,0.0,45.83333333333333,45.83333333333333,0.0,45.83333333333333,0.0,promotor
non-promoter-1342,66,66,0.0,66.0,0.0,42.42424242424242,42.42424242424242,0.0,42.42424242424242,0.0,promotor
non-promoter-1343,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1344,51,51,0.0,51.0,0.0,41.17647058823529,41.17647058823529,0.0,41.17647058823529,0.0,promotor
non-promoter-1345,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1346,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1347,51,51,0.0,51.0,0.0,52.94117647058824,52.94117647058824,0.0,52.94117647058824,0.0,promotor
non-promoter-1348,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1349,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1350,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1351,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1352,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1353,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1354,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1355,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1356,9,9,0.0,9.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1357,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1358,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1359,36,36,0.0,36.0,0.0,72.22222222222221,72.22222222222221,0.0,72.22222222222221,0.0,promotor
non-promoter-1360,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1361,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1362,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1363,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1364,27,27,0.0,27.0,0.0,40.74074074074074,40.74074074074074,0.0,40.74074074074074,0.0,promotor
non-promoter-1365,15,15,0.0,15.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1366,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1367,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,promotor
non-promoter-1368,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1369,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1370,12,12,0.0,12.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-1371,12,12,0.0,12.0,0.0,66.66666666666666,66.66666666666666,0.0,66.66666666666666,0.0,promotor
non-promoter-1372,33,33,0.0,33.0,0.0,60.60606060606061,60.60606060606061,0.0,60.60606060606061,0.0,promotor
non-promoter-1373,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1374,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1375,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1376,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1377,36,36,0.0,36.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-1378,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1379,60,60,0.0,60.0,0.0,60.0,60.0,0.0,60.0,0.0,promotor
non-promoter-1380,12,12,0.0,12.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,0.0,promotor
non-promoter-1381,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1382,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1383,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1384,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1385,15,15,0.0,15.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1386,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1387,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1388,6,6,0.0,6.0,0.0,33.33333333333333,16.666666666666664,8.333333333333332,24.999999999999996,0.3333333333333333,promotor
non-promoter-1389,9,9,0.0,9.0,0.0,22.22222222222222,22.22222222222222,0.0,22.22222222222222,0.0,promotor
non-promoter-1390,51,51,0.0,51.0,0.0,54.90196078431373,54.90196078431373,0.0,54.90196078431373,0.0,promotor
non-promoter-1391,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1392,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1393,72,72,0.0,72.0,0.0,47.22222222222222,47.22222222222222,0.0,47.22222222222222,0.0,promotor
non-promoter-1394,24,24,0.0,24.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,0.0,promotor
non-promoter-1395,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1396,9,9,0.0,9.0,0.0,44.44444444444444,44.44444444444444,0.0,44.44444444444444,0.0,promotor
non-promoter-1397,39,39,0.0,39.0,0.0,48.717948717948715,48.717948717948715,0.0,48.717948717948715,0.0,promotor
non-promoter-1398,48,48,0.0,48.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-1399,12,12,0.0,12.0,0.0,66.66666666666666,66.66666666666666,0.0,66.66666666666666,0.0,promotor
non-promoter-1400,0,0,0,0,0,0,0,0,0,0,promotor
